,expected_goals,total_points,position,Full_Name,web_name,round,goals_scored,minutes,assists,clean_sheets,goals_conceded,yellow_cards,saves,bonus,defensive_contribution,expected_assists,expected_goal_involvements,expected_goals_conceded,value,GW,GOALS-XG,Assist-XA,defcon_hit,Type
5749,0.0,2.0,GKP,Alphonse_Areola,Areola,8.0,0.0,90.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.31,43.0,8,0.0,0.0,0,Players
5752,0.0,1.0,DEF,El Hadji Malick_Diouf,,8.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.01,0.01,0.84,44.0,8,0.0,-0.01,0,Players
5754,0.0,3.0,DEF,Maximilian_Kilman,Kilman,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,2.31,44.0,8,0.0,0.0,1,Players
5755,0.0,1.0,DEF,Konstantinos_Mavropanos,Mavropanos,8.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,44.0,8,0.0,0.0,0,Players
5757,0.0,1.0,DEF,Ollie_Scarles,Scarles,8.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.01,0.01,1.46,44.0,8,0.0,-0.01,0,Players
5758,0.0,1.0,DEF,Jean-Clair_Todibo,Todibo,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,2.31,43.0,8,0.0,0.0,0,Players
5759,0.0,1.0,DEF,Aaron_Wan-Bissaka,Wan-Bissaka,8.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.01,0.01,0.84,43.0,8,0.0,-0.01,0,Players
5761,0.04,2.0,MID,Lucas_Tolentino Coelho de Lima,L.Paquetá,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.08,0.12,2.31,59.0,8,-0.04,-0.08,0,Players
5762,0.11,2.0,MID,Tomáš_Souček,Souček,8.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.01,0.12,1.93,57.0,8,-0.11,-0.01,0,Players
5764,0.06,1.0,MID,Crysencio_Summerville,Summerville,8.0,0.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.04,0.1,2.31,55.0,8,-0.06,-0.04,0,Players
5767,0.0,1.0,MID,Guido_Rodríguez,G.Rodriguez,8.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,48.0,8,0.0,0.0,0,Players
5770,0.0,2.0,MID,Andy_Irving,Irving,8.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.02,0.02,1.71,44.0,8,0.0,-0.02,0,Players
5773,0.08,2.0,FWD,Jarrod_Bowen,Bowen,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.01,0.09,2.31,78.0,8,-0.08,-0.01,0,Players
5775,0.0,1.0,FWD,Callum_Marshall,Marshall,8.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,44.0,8,0.0,0.0,0,Players
5776,0.0,1.0,DEF,Kyle_Walker-Peters,Walker-Peters,8.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.46,44.0,8,0.0,0.0,0,Players
5779,0.05,1.0,MID,Mateus Gonçalo_Espanha Fernandes,,8.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.01,0.06,1.46,55.0,8,-0.05,-0.01,0,Players
5782,0.0,1.0,GKP,Sam_Johnstone,Johnstone,8.0,0.0,90.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.01,0.01,0.65,45.0,8,0.0,-0.01,0,Players
5786,0.0,2.0,DEF,Matt_Doherty,Doherty,8.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.01,0.01,0.65,44.0,8,0.0,-0.01,0,Players
5787,0.0,1.0,DEF,Hugo_Bueno López,H.Bueno,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.3,0.3,0.65,44.0,8,0.0,-0.3,0,Players
5789,0.06,2.0,DEF,Rodrigo_Martins Gomes,R.Gomes,8.0,0.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.05,0.11,0.65,45.0,8,-0.06,-0.05,0,Players
5790,0.0,1.0,DEF,Santiago_Ignacio Bueno,S.Bueno,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.36,0.36,0.65,44.0,8,0.0,-0.36,0,Players
5792,0.02,1.0,DEF,Ki-Jana_Hoever,Hoever,8.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.01,0.03,0.0,40.0,8,-0.02,-0.01,0,Players
5797,0.02,4.0,MID,André_Trindade da Costa Neto,André,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.02,0.04,0.65,54.0,8,-0.02,-0.02,1,Players
5799,0.03,1.0,MID,Fer_López González,Fer López,8.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,53.0,8,-0.03,-0.02,0,Players
5800,0.1,2.0,MID,João Victor_Gomes da Silva,,8.0,0.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.12,0.22,0.65,54.0,8,-0.1,-0.12,0,Players
5802,0.13,4.0,MID,Marshall_Munetsi,Munetsi,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.18,0.31,0.65,54.0,8,-0.13,-0.18,1,Players
5808,0.04,2.0,FWD,Jørgen_Strand Larsen,Strand Larsen,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.07,0.11,0.65,64.0,8,-0.04,-0.07,0,Players
5813,0.04,2.0,MID,Jhon_Arias,J.Arias,8.0,0.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.04,0.08,0.65,52.0,8,-0.04,-0.04,0,Players
5815,0.26,1.0,DEF,Jackson_Tchatchoua,Tchatchoua,8.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,45.0,8,-0.26,0.0,0,Players
5816,0.02,-1.0,DEF,Ladislav_Krejcí,Krejčí,8.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.07,0.09,0.65,45.0,8,-0.02,-0.07,0,Players
5817,0.12,1.0,FWD,Tolu_Arokodare,Tolu,8.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,55.0,8,-0.12,0.0,0,Players
5818,0.0,6.0,GKP,David_Raya Martin,Raya,9.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47,57.0,9,0.0,0.0,0,Players
5822,0.1,9.0,DEF,Gabriel_dos Santos Magalhães,Gabriel,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,0.03,0.13,0.47,64.0,9,-0.1,-0.03,0,Players
5823,0.0,1.0,DEF,William_Saliba,Saliba,9.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.02,0.08,60.0,9,0.0,-0.02,0,Players
5824,0.07,6.0,DEF,Riccardo_Calafiori,Calafiori,9.0,0.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02,0.09,0.46,58.0,9,-0.07,-0.02,0,Players
5825,0.0,6.0,DEF,Jurriën_Timber,J.Timber,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.04,0.04,0.47,60.0,9,0.0,-0.04,0,Players
5827,0.0,1.0,DEF,Myles_Lewis-Skelly,Lewis-Skelly,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,52.0,9,0.0,0.0,0,Players
5832,0.02,3.0,MID,Bukayo_Saka,Saka,9.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.01,0.03,0.08,100.0,9,-0.02,-0.01,0,Players
5835,0.0,1.0,MID,Gabriel_Martinelli Silva,Martinelli,9.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,69.0,9,0.0,0.0,0,Players
5836,0.34,3.0,MID,Leandro_Trossard,Trossard,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.05,0.39,0.47,69.0,9,-0.34,-0.05,0,Players
5837,0.37,7.0,MID,Declan_Rice,Rice,9.0,0.0,81.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.61,0.98,0.46,66.0,9,-0.37,0.39,0,Players
5838,0.0,1.0,MID,Mikel_Merino Zazón,Merino,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01,59.0,9,0.0,0.0,0,Players
5842,0.0,5.0,MID,Martín_Zubimendi Ibáñez,Zubimendi,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.03,0.03,0.47,55.0,9,0.0,-0.03,1,Players
5847,0.08,11.0,MID,Eberechi_Eze,Eze,9.0,1.0,87.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.02,0.1,0.46,76.0,9,0.92,-0.02,0,Players
5848,0.0,1.0,DEF,Cristhian_Mosquera,Mosquera,9.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.05,0.05,0.39,54.0,9,0.0,-0.05,0,Players
5849,0.17,2.0,FWD,Viktor_Gyökeres,Gyökeres,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.02,0.19,0.47,90.0,9,-0.17,-0.02,0,Players
5852,0.0,1.0,DEF,Piero_Hincapié,Hincapie,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,54.0,9,0.0,0.0,0,Players
5853,0.0,8.0,GKP,Emiliano_Martínez Romero,Martinez,9.0,0.0,90.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.18,50.0,9,0.0,0.0,0,Players
5857,0.06,15.0,DEF,Matty_Cash,Cash,9.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.07,0.13,1.18,46.0,9,0.94,-0.07,0,Players
5858,0.06,6.0,DEF,Lucas_Digne,Digne,9.0,0.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.06,0.12,0.98,45.0,9,-0.06,-0.06,0,Players
5859,0.0,8.0,DEF,Ezri_Konsa Ngoyo,Konsa,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.18,45.0,9,0.0,0.0,1,Players
5860,0.0,1.0,DEF,Ian_Maatsen,Maatsen,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,43.0,9,0.0,0.0,0,Players
5862,0.0,8.0,DEF,Pau_Torres,Pau,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.01,0.01,1.18,43.0,9,0.0,-0.01,0,Players
5868,0.0,3.0,MID,Morgan_Rogers,Rogers,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.07,0.07,1.18,68.0,9,0.0,-0.07,0,Players
5871,0.02,4.0,MID,Emiliano_Buendía Stati,Buendía,9.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03,0.05,0.19,53.0,9,-0.02,0.97,0,Players
5873,0.0,1.0,MID,Donyell_Malen,Malen,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,51.0,9,0.0,0.0,0,Players
5874,0.27,3.0,MID,John_McGinn,McGinn,9.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.15,0.42,0.64,54.0,9,-0.27,-0.15,0,Players
5875,0.0,1.0,MID,Ross_Barkley,Barkley,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.54,48.0,9,0.0,0.0,0,Players
5878,0.0,2.0,MID,Boubacar_Kamara,Kamara,9.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.04,0.04,1.18,49.0,9,0.0,-0.04,0,Players
5879,0.0,3.0,MID,Amadou_Onana,Onana,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.02,0.02,1.18,48.0,9,0.0,-0.02,0,Players
5884,0.13,2.0,FWD,Ollie_Watkins,Watkins,9.0,0.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.07,0.2,0.98,86.0,9,-0.13,-0.07,0,Players
5887,0.27,1.0,MID,Jadon_Sancho,Sancho,9.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.02,0.29,0.45,59.0,9,-0.27,-0.02,0,Players
5888,0.0,1.0,MID,Evann_Guessand,Guessand,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.54,63.0,9,0.0,0.0,0,Players
5899,0.0,3.0,DEF,Kyle_Walker,Walker,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.01,0.01,2.52,44.0,9,0.0,-0.01,1,Players
5902,0.0,1.0,DEF,Hjalmar_Ekdal,Ekdal,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,40.0,9,0.0,0.0,0,Players
5903,0.0,1.0,DEF,Maxime_Estève,Estève,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,2.52,40.0,9,0.0,0.0,0,Players
5904,0.01,7.0,DEF,Quilindschy_Hartman,Hartman,9.0,0.0,90.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.58,0.59,2.52,40.0,9,-0.01,1.42,0,Players
5910,0.0,1.0,DEF,Axel_Tuanzebe,Tuanzebe,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,2.52,39.0,9,0.0,0.0,0,Players
5912,0.08,2.0,MID,Jaidon_Anthony,Anthony,9.0,0.0,76.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.02,0.1,2.28,57.0,9,-0.08,-0.02,0,Players
5914,0.07,2.0,MID,Jacob_Bruun Larsen,Bruun Larsen,9.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.11,0.18,2.18,53.0,9,-0.07,-0.11,0,Players
5917,0.05,2.0,MID,Josh_Cullen,Cullen,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.06,0.11,2.52,50.0,9,-0.05,-0.06,0,Players
5919,0.0,4.0,MID,Hannibal_Mejbri,Hannibal,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,0.28,0.05,49.0,9,0.0,0.72,0,Players
5921,0.0,1.0,MID,Josh_Laurent,Laurent,9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.34,49.0,9,0.0,0.0,0,Players
5927,0.71,13.0,FWD,Zian_Flemming,Flemming,9.0,2.0,90.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,0.02,0.73,2.52,53.0,9,1.29,-0.02,0,Players
5929,0.37,7.0,FWD,Lyle_Foster,Foster,9.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.37,0.24,50.0,9,0.63,0.0,0,Players
5932,0.0,2.0,GKP,Martin_Dúbravka,Dúbravka,9.0,0.0,90.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.52,40.0,9,0.0,0.0,0,Players
5933,0.11,2.0,MID,Lesley_Ugochukwu,Ugochukwu,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.02,0.13,2.47,50.0,9,-0.11,-0.02,0,Players
5935,0.03,2.0,MID,Florentino Ibrain_Morris Luís,,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.04,0.07,2.47,50.0,9,-0.03,-0.04,0,Players
5937,0.0,8.0,GKP,Đorđe_Petrović,Petrović,9.0,0.0,90.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.35,45.0,9,0.0,0.0,0,Players
5942,0.0,5.0,DEF,Marcos_Senesi,Senesi,9.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.02,0.02,0.35,50.0,9,0.0,-0.02,0,Players
5944,0.02,10.0,DEF,Adrien_Truffert,Truffert,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,0.05,0.07,0.35,45.0,9,-0.02,-0.05,1,Players
5951,0.09,2.0,MID,Justin_Kluivert,Kluivert,9.0,0.0,68.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.06,0.15,0.14,70.0,9,-0.09,-0.06,0,Players
5952,0.03,3.0,MID,Antoine_Semenyo,Semenyo,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.04,0.07,0.35,81.0,9,-0.03,-0.04,0,Players
5953,0.09,11.0,MID,Marcus_Tavernier,Tavernier,9.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.08,0.17,0.35,55.0,9,0.91,-0.08,0,Players
5954,0.0,6.0,MID,Tyler_Adams,Adams,9.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.01,0.01,0.35,50.0,9,0.0,0.99,0,Players
5955,0.08,0.0,MID,David_Brooks,Brooks,9.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.09,0.17,0.21,50.0,9,-0.08,-0.09,0,Players
5956,0.0,1.0,MID,Ryan_Christie,Christie,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,50.0,9,0.0,0.0,0,Players
5957,0.0,1.0,MID,Lewis_Cook,Cook,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,9,0.0,0.0,0,Players
5959,0.12,3.0,MID,Alex_Scott,Scott,9.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.04,0.16,0.33,50.0,9,-0.12,-0.04,0,Players
5967,0.0,1.0,FWD,Enes_Ünal,Enes Ünal,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,9,0.0,0.0,0,Players
5969,0.15,6.0,FWD,Eli Junior_Kroupi,,9.0,1.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.06,0.21,0.14,45.0,9,0.85,-0.06,0,Players
5973,0.0,1.0,MID,Amine_Adli,Adli,9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,55.0,9,0.0,0.0,0,Players
5974,0.0,6.0,DEF,Álex_Jiménez Sánchez,A.Jimenez,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.03,0.03,0.35,45.0,9,0.0,-0.03,0,Players
5975,0.0,6.0,DEF,Veljko_Milosavljevic,Milosavljević,9.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.35,45.0,9,0.0,0.0,0,Players
5977,0.67,11.0,MID,Dango_Ouattara,O.Dango,9.0,1.0,90.0,1.0,0.0,2.0,0.0,0.0,1.0,8.0,0.02,0.69,1.92,60.0,9,0.32999999999999996,0.98,0,Players
5978,0.0,2.0,GKP,Caoimhín_Kelleher,Kelleher,9.0,0.0,90.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.3,45.0,9,0.0,0.0,0,Players
5983,0.08,3.0,DEF,Nathan_Collins,Collins,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.08,2.3,49.0,9,-0.08,0.0,1,Players
5984,0.0,0.0,DEF,Keane_Lewis-Potter,Lewis-Potter,9.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.2,0.2,0.53,49.0,9,0.0,-0.2,0,Players
5985,0.06,4.0,DEF,Kristoffer_Ajer,Ajer,9.0,0.0,90.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.05,0.11,1.92,44.0,9,-0.06,0.95,0,Players
5986,0.0,1.0,DEF,Rico_Henry,Henry,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,44.0,9,0.0,0.0,0,Players
5987,0.07,1.0,DEF,Michael_Kayode,Kayode,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.19,0.26,2.3,45.0,9,-0.07,-0.19,0,Players
5990,0.0,3.0,DEF,Sepp_van den Berg,Van den Berg,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.01,0.01,2.3,45.0,9,0.0,-0.01,1,Players
5996,0.67,7.0,MID,Kevin_Schade,Schade,9.0,1.0,78.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.18,0.85,1.77,70.0,9,0.32999999999999996,-0.18,0,Players
5997,0.07,7.0,MID,Mikkel_Damsgaard,Damsgaard,9.0,0.0,78.0,1.0,0.0,1.0,0.0,0.0,2.0,11.0,0.2,0.27,1.77,58.0,9,-0.07,0.8,0,Players
6000,0.02,2.0,MID,Jordan_Henderson,Henderson,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.02,0.04,2.3,50.0,9,-0.02,-0.02,0,Players
6001,0.0,4.0,MID,Vitaly_Janelt,Janelt,9.0,0.0,61.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.2,0.2,1.55,49.0,9,0.0,-0.2,1,Players
6002,0.0,1.0,MID,Mathias_Jensen,Jensen,9.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.01,0.01,0.53,49.0,9,0.0,-0.01,0,Players
6004,0.0,1.0,MID,Frank_Onyeka,Onyeka,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,49.0,9,0.0,0.0,0,Players
6005,0.0,1.0,MID,Yehor_Yarmoliuk,Yarmoliuk,9.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.75,50.0,9,0.0,0.0,0,Players
6011,1.1,5.0,FWD,Igor Thiago_Nascimento Rodrigues,,9.0,1.0,90.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.01,1.11,2.3,61.0,9,-0.10000000000000009,-0.01,0,Players
6014,0.0,1.0,GKP,Bart_Verbruggen,Verbruggen,9.0,0.0,90.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.29,44.0,9,0.0,0.0,0,Players
6020,0.04,0.0,DEF,Maxim_De Cuyper,De Cuyper,9.0,0.0,58.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.2,0.24,0.62,44.0,9,-0.04,-0.2,0,Players
6021,0.21,0.0,DEF,Lewis_Dunk,Dunk,9.0,0.0,90.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.01,0.22,1.29,45.0,9,-0.21,-0.01,0,Players
6023,0.13,-1.0,DEF,Ferdi_Kadıoğlu,F.Kadıoğlu,9.0,0.0,90.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.05,0.18,1.29,44.0,9,-0.13,-0.05,0,Players
6025,0.0,2.0,DEF,Jan Paul_van Hecke,,9.0,0.0,90.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.03,0.03,1.29,44.0,9,0.0,-0.03,1,Players
6032,0.0,2.0,MID,Georginio_Rutter,Georginio,9.0,0.0,78.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.07,0.07,0.86,57.0,9,0.0,-0.07,0,Players
6034,0.03,5.0,MID,Yankuba_Minteh,Minteh,9.0,0.0,90.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0.02,0.05,1.29,60.0,9,-0.03,0.98,0,Players
6040,0.08,1.0,MID,Yasin_Ayari,Ayari,9.0,0.0,59.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.01,0.09,0.62,49.0,9,-0.08,-0.01,0,Players
6041,0.05,0.0,MID,Carlos_Baleba,Baleba,9.0,0.0,58.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,0.05,0.62,48.0,9,-0.05,0.0,0,Players
6042,0.04,1.0,MID,Diego_Gómez Amarilla,Gomez,9.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.04,0.67,49.0,9,-0.04,0.0,0,Players
6043,0.0,4.0,MID,James_Milner,Milner,9.0,0.0,31.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.28,0.28,0.67,50.0,9,0.0,0.72,0,Players
6045,0.04,1.0,MID,Tom_Watson,Watson,9.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.01,0.05,0.67,49.0,9,-0.04,-0.01,0,Players
6046,0.0,4.0,MID,Mats_Wieffer,Wieffer,9.0,0.0,86.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.02,0.02,0.9,49.0,9,0.0,-0.02,1,Players
6051,0.21,6.0,FWD,Danny_Welbeck,Welbeck,9.0,1.0,90.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.03,0.24,1.29,63.0,9,0.79,-0.03,0,Players
6053,0.02,1.0,FWD,Stefanos_Tzimas,Tzimas,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05,0.07,0.4,53.0,9,-0.02,-0.05,0,Players
6054,0.27,5.0,FWD,Charalampos_Kostoulas,Kostoulas,9.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.01,0.28,0.43,48.0,9,0.73,-0.01,0,Players
6057,0.0,1.0,GKP,Robert_Sánchez,Sánchez,9.0,0.0,90.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.31,49.0,9,0.0,0.0,0,Players
6061,0.12,1.0,DEF,Marc_Cucurella Saseta,Cucurella,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.22,0.34,1.31,61.0,9,-0.12,-0.22,0,Players
6062,0.0,1.0,DEF,Reece_James,James,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.12,0.12,1.31,55.0,9,0.0,-0.12,0,Players
6063,0.02,1.0,DEF,Trevoh_Chalobah,Chalobah,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.02,0.04,1.31,51.0,9,-0.02,-0.02,0,Players
6069,0.0,1.0,DEF,Tosin_Adarabioyo,Tosin,9.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,44.0,9,0.0,0.0,0,Players
6070,0.0,2.0,DEF,Josh_Acheampong,Acheampong,9.0,0.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.03,0.03,1.16,39.0,9,0.0,-0.03,0,Players
6073,0.0,8.0,MID,Pedro_Lomba Neto,Neto,9.0,0.0,84.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.03,0.03,1.19,70.0,9,0.0,0.97,0,Players
6074,0.13,2.0,MID,Enzo_Fernández,Enzo,9.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.43,0.56,1.31,67.0,9,-0.13,-0.43,0,Players
